0,0,187.509,19.7651,20.1033
0,1,127.258,16.6399,17.3873
0,2,113.276,15.4702,18.2701
0,3,122.087,15.1658,9.0864
0,4,195.84,18.8851,13.3738
0,5,77.8778,10.7467,11.1035
1,0,135.682,16.952,16.1287
1,1,137.642,16.9322,25.2971
1,2,103.541,14.2667,10.6286
1,3,98.5071,13.6009,9.64969
1,4,185.679,17.7649,9.91466
1,5,60.6078,9.36001,5.78169
2,0,153.59,16.9613,21.5856
2,1,68.8145,11.5282,12.4663
2,2,99.6367,13.7753,8.8539
2,3,71.6134,10.9583,9.31002
2,4,154.097,15.6082,9.2731
2,5,45.1805,7.80292,5.47172
3,0,159.022,18.6663,21.2142
3,1,128.392,16.1395,18.0417
3,2,105.24,14.4035,15.1766
3,3,73.3713,11.5388,20.3188
3,4,165.684,16.2628,23.4269
3,5,64.8162,9.47134,4.18677
4,0,128.681,19.2714,35.385
4,1,101.509,16.8244,17.6854
4,2,87.3464,15.9809,13.1219
4,3,67.0996,12.6881,10.7023
4,4,154.172,18.2214,17.2391
4,5,51.1333,9.67401,11.033
5,0,142.185,18.9128,33.6707
5,1,96.3129,15.1982,20.1934
5,2,62.6873,12.1327,10.3303
5,3,60.6613,11.7739,8.79306
5,4,147.192,17.0442,20.7518
5,5,46.991,8.89716,6.49125
6,0,121.537,17.4562,22.8529
6,1,67.8747,13.9352,18.0552
6,2,84.9577,14.5756,9.90961
6,3,52.3178,11.311,9.69735
6,4,177.429,19.0172,15.8962
6,5,37.5306,8.06861,7.48539
7,0,95.6968,17.1496,18.4625
7,1,44.3435,11.593,10.999
7,2,54.3965,12.2545,8.75928
7,3,47.1677,10.9454,6.97731
7,4,116.685,16.1545,17.1
7,5,25.9657,7.0701,3.23289
8,0,93.0342,20.9162,22.6227
8,1,77.6738,17.2534,19.1791
8,2,49.5544,13.3263,12.0172
8,3,44.8754,11.494,6.18059
8,4,112.978,16.9998,20.7985
8,5,29.6986,7.8186,4.59131
