0.509893,0.0265376
0.541776,0.0281157
0.506816,0.0277332
0.557058,0.0288514
0.618921,0.0157282
0.748242,0.0139562
0.556379,0.0289208
0.559264,0.0283042
0.555085,0.0286649
0.613618,0.0307856
0.640421,0.0162643
0.775275,0.0145106
0.602144,0.0345871
0.584507,0.0327268
0.628542,0.0356371
0.593596,0.0343698
0.682341,0.0188435
0.814206,0.0164831
0.561539,0.0294655
0.584762,0.0291072
0.627893,0.0317036
0.628852,0.0313686
0.724278,0.0177042
0.828609,0.0155276
0.4527,0.0251236
0.466485,0.0249869
0.457126,0.0256484
0.466684,0.025502
0.546938,0.0147155
0.651565,0.0128562
0.475212,0.0257735
0.504114,0.0272435
0.529565,0.0280712
0.532409,0.0282985
0.592025,0.0155199
0.713276,0.0135806
0.480629,0.0236727
0.495537,0.0244058
0.537144,0.0268914
0.535653,0.0265971
0.578578,0.014207
0.687468,0.0124002
0.385459,0.0235509
0.401526,0.0235206
0.500024,0.0291429
0.466565,0.0275841
0.530328,0.0149497
0.630127,0.0127735
0.309854,0.0213718
0.322396,0.0219858
0.365612,0.0256933
0.400711,0.0282906
0.4478,0.0170404
0.571053,0.0210134
