0.554355,0.0258064
0.541268,0.0250617
0.574329,0.0265746
0.604878,0.028165
0.625254,0.0144007
0.775989,0.0136626
0.559779,0.0260882
0.566538,0.0256833
0.624383,0.0286387
0.613318,0.0282967
0.676431,0.015287
0.807167,0.0140717
0.612499,0.0312742
0.621062,0.0316155
0.62382,0.0318643
0.679044,0.0350041
0.713563,0.0179827
0.847353,0.0158579
0.555764,0.026138
0.593605,0.0276124
0.633695,0.0300857
0.658302,0.0307958
0.733817,0.0169766
0.85043,0.0149613
0.44324,0.0237815
0.463886,0.0237333
0.459318,0.0239771
0.518194,0.0271265
0.570468,0.0143256
0.679748,0.0127759
0.486842,0.025325
0.524321,0.0266834
0.563211,0.0288227
0.543888,0.0273751
0.614208,0.0155761
0.726997,0.0135055
0.488293,0.0251404
0.474783,0.0244501
0.494629,0.0260981
0.510224,0.026433
0.568922,0.0146433
0.698666,0.0129544
0.402003,0.0275596
0.455,0.0303522
0.455838,0.0296473
0.4785,0.0320525
0.521952,0.0171146
0.627772,0.0139793
0.278968,0.0248212
0.329819,0.0280698
0.377421,0.0318038
0.419023,0.0350149
0.462317,0.0206111
0.58209,0.0229965
