0,0,0,0.24675,0.0234554,0.0242905
0,0,1,0.322308,0.0259628,0.0264753
0,0,2,0.365775,0.030417,0.0309476
0,0,3,0.388561,0.0310336,0.0314616
0,0,4,0.441226,0.0183232,0.0183589
0,0,5,0.538806,0.0198976,0.0198863
0,1,0,0.391074,0.0236858,0.0239177
0,1,1,0.488358,0.0248909,0.0247626
0,1,2,0.417017,0.0250379,0.0252649
0,1,3,0.486798,0.0258444,0.0258127
0,1,4,0.539955,0.0135906,0.013539
0,1,5,0.649609,0.0101493,0.0100902
0,2,0,0.483387,0.0195705,0.0195045
0,2,1,0.511142,0.0198483,0.0197137
0,2,2,0.52374,0.0205842,0.0204761
0,2,3,0.528729,0.0207027,0.0205811
0,2,4,0.593266,0.0106168,0.0105551
0,2,5,0.7108,0.00905188,0.0090048
0,3,0,0.494195,0.0200354,0.0199397
0,3,1,0.523789,0.0197075,0.0195446
0,3,2,0.560422,0.0211427,0.0209334
0,3,3,0.547096,0.0201282,0.0199707
0,3,4,0.631318,0.0106773,0.0105903
0,3,5,0.729109,0.00912023,0.00906904
0,4,0,0.430052,0.0196808,0.0197551
0,4,1,0.482937,0.0193448,0.0193047
0,4,2,0.479602,0.0203032,0.0203083
0,4,3,0.531325,0.0211741,0.0210609
0,4,4,0.572443,0.0107902,0.0107498
0,4,5,0.682996,0.009469,0.00943311
0,5,0,0.559698,0.0190837,0.0188932
0,5,1,0.602255,0.0189732,0.0186978
0,5,2,0.644816,0.0200148,0.0196763
0,5,3,0.652876,0.0199415,0.0195872
0,5,4,0.741684,0.0100008,0.00987914
0,5,5,0.852982,0.00978237,0.00973656
0,6,0,0.627453,0.0203502,0.0199582
0,6,1,0.632475,0.0208758,0.0204447
0,6,2,0.612486,0.0211513,0.0208484
0,6,3,0.676209,0.0217143,0.0212084
0,6,4,0.700478,0.011132,0.0110054
0,6,5,0.846581,0.00997265,0.0099161
0,7,0,0.549637,0.0185726,0.0184127
0,7,1,0.543414,0.0183687,0.0182242
0,7,2,0.618974,0.0194668,0.0192045
0,7,3,0.613319,0.0195664,0.0193125
0,7,4,0.672703,0.0100501,0.00996784
0,7,5,0.7896,0.00954458,0.00950439
0,8,0,0.533853,0.0186751,0.0185428
0,8,1,0.526827,0.0184843,0.0183679
0,8,2,0.559412,0.019573,0.0194248
0,8,3,0.601723,0.0199898,0.0197474
0,8,4,0.630176,0.0100812,0.0100197
0,8,5,0.77299,0.00954855,0.00950768
0,10,0,0.576085,0.0190442,0.0188214
0,10,1,0.556484,0.0188694,0.0186902
0,10,2,0.589111,0.0194156,0.0192138
0,10,3,0.607901,0.0195826,0.0193392
0,10,4,0.620187,0.010232,0.0101733
0,10,5,0.778907,0.00952049,0.00948071
0,11,0,0.570924,0.0193009,0.0190819
0,11,1,0.590667,0.0185465,0.018309
0,11,2,0.629956,0.0196497,0.0193584
0,11,3,0.613317,0.0197158,0.0194573
0,11,4,0.68013,0.0099865,0.00990173
0,11,5,0.825059,0.00965663,0.0096143
0,12,0,0.596471,0.0212906,0.020946
0,12,1,0.610245,0.0206069,0.0202509
0,12,2,0.636642,0.0221594,0.0217532
0,12,3,0.681903,0.0217151,0.0211906
0,12,4,0.726332,0.0108301,0.0106925
0,12,5,0.848142,0.0100035,0.00994528
0,13,0,0.551855,0.0190542,0.01888
0,13,1,0.584928,0.0191071,0.0188641
0,13,2,0.622308,0.0204049,0.0201039
0,13,3,0.663764,0.019892,0.0195136
0,13,4,0.725761,0.0102114,0.0100937
0,13,5,0.847943,0.00974315,0.00969887
0,14,0,0.457481,0.0205566,0.020571
0,14,1,0.443556,0.0197791,0.0198234
0,14,2,0.43848,0.0203234,0.0204193
0,14,3,0.504523,0.0215455,0.0214914
0,14,4,0.568459,0.0108734,0.0108345
0,14,5,0.67646,0.00947576,0.0094403
0,15,0,0.479728,0.0197218,0.0196633
0,15,1,0.524869,0.0199663,0.0197961
0,15,2,0.56591,0.0207798,0.0205638
0,15,3,0.540445,0.0208576,0.0207049
0,15,4,0.596901,0.0108687,0.0108013
0,15,5,0.724886,0.0091166,0.00906603
0,16,0,0.493333,0.0198236,0.0197321
0,16,1,0.440976,0.0191114,0.0191429
0,16,2,0.46372,0.0211519,0.0211895
0,16,3,0.491718,0.0207292,0.0206972
0,16,4,0.543032,0.0110225,0.0109877
0,16,5,0.686614,0.00900884,0.00896586
0,17,0,0.413636,0.0246247,0.0247843
0,17,1,0.421837,0.0246152,0.0247424
0,17,2,0.492315,0.0246573,0.0246095
0,17,3,0.469747,0.0264857,0.0265209
0,17,4,0.504886,0.0132612,0.013245
0,17,5,0.606253,0.0100737,0.0100295
0,18,0,0.313333,0.0263688,0.0269543
0,18,1,0.338158,0.0275982,0.0280951
0,18,2,0.387726,0.0295719,0.0299512
0,18,3,0.449167,0.0324205,0.0325865
0,18,4,0.481451,0.0185401,0.0185385
0,18,5,0.624271,0.022134,0.0221053
