0.24675,0.0311904
0.322308,0.0371278
0.365775,0.0434504
0.388561,0.0451707
0.441226,0.0261859
0.538806,0.0250801
0.391074,0.0375698
0.488358,0.044921
0.417017,0.0400847
0.486798,0.0451647
0.539955,0.0249559
0.649609,0.0194863
0.483387,0.034865
0.511142,0.0368033
0.52374,0.0376818
0.528729,0.0381673
0.593266,0.0208054
0.7108,0.0174566
0.494195,0.0362651
0.523789,0.0372224
0.560422,0.0408139
0.547096,0.0380708
0.631318,0.0221748
0.729109,0.0179859
0.430052,0.0320177
0.482937,0.0335628
0.479602,0.0342931
0.531325,0.0382172
0.572443,0.0199366
0.682996,0.0167588
0.559698,0.0366912
0.602255,0.0388645
0.644816,0.0422502
0.652876,0.0426243
0.741684,0.0236491
0.852982,0.0195234
0.627453,0.0437327
0.632475,0.0453566
0.612486,0.0427038
0.676209,0.0486911
0.700478,0.0248869
0.846581,0.0206572
0.549637,0.035123
0.543414,0.0344061
0.618974,0.0393885
0.613319,0.0392815
0.672703,0.0211905
0.7896,0.0178158
0.533853,0.0345691
0.526827,0.0338649
0.559412,0.0364568
0.601723,0.0395395
0.630176,0.0199888
0.773175,0.0177433
0.576085,0.0374958
0.556484,0.0360789
0.589111,0.0376271
0.607901,0.039008
0.620573,0.0200524
0.778907,0.0176503
0.570924,0.0377558
0.590667,0.0372317
0.629956,0.0404576
0.613317,0.0396102
0.68013,0.0212782
0.825059,0.0185724
0.596471,0.0436481
0.610245,0.043082
0.636642,0.0466051
0.681903,0.0491843
0.726332,0.0252402
0.848142,0.0208729
0.551855,0.0362219
0.584928,0.038133
0.622308,0.04168
0.663764,0.0432695
0.725761,0.0235494
0.847943,0.0192287
0.457481,0.034647
0.443556,0.0327129
0.43848,0.0327246
0.504523,0.0376254
0.568459,0.0199997
0.67646,0.0167214
0.479728,0.0349643
0.524869,0.0377884
0.56591,0.0404297
0.540445,0.0391008
0.596901,0.0214425
0.724886,0.0179022
0.493333,0.0358266
0.440976,0.0321335
0.46372,0.0357713
0.491718,0.0363401
0.543032,0.0201731
0.686614,0.01696
0.413636,0.0402061
0.421837,0.0406121
0.492315,0.043376
0.469747,0.0452909
0.504886,0.023223
0.606253,0.0184128
0.313333,0.0374597
0.338158,0.0402525
0.387726,0.0427296
0.449167,0.0496202
0.481451,0.026851
0.624271,0.0281874
