0.288646,0.0274657
0.306385,0.0290236
0.339919,0.0323054
0.377097,0.0366544
0.422739,0.0202513
0.534989,0.0221751
0.377511,0.0327164
0.393463,0.0325708
0.507034,0.0413741
0.467674,0.0389269
0.528299,0.0208098
0.630556,0.0170322
0.491694,0.0335722
0.506776,0.0354168
0.541438,0.0383715
0.579688,0.0401063
0.600419,0.020384
0.70664,0.0166869
0.486443,0.0373606
0.486701,0.0375252
0.564667,0.0407127
0.549602,0.0409095
0.607177,0.0221475
0.726692,0.0184213
0.468053,0.0361847
0.489935,0.0367264
0.436,0.0359081
0.490926,0.0367677
0.555357,0.0209042
0.65952,0.0171581
0.593922,0.0446978
0.570216,0.0388104
0.637636,0.0452521
0.628542,0.0433716
0.728192,0.0248102
0.819594,0.0198539
0.584802,0.0497688
0.581817,0.0457911
0.62615,0.0487214
0.598921,0.0485839
0.672126,0.0258774
0.805703,0.0217074
0.524555,0.0380256
0.557594,0.0399204
0.588392,0.0423684
0.61933,0.0432723
0.639688,0.0224223
0.767933,0.0188839
0.510932,0.0367504
0.539119,0.0393989
0.502083,0.0395479
0.563985,0.040611
0.621863,0.0219466
0.742522,0.0181677
0.508805,0.037477
0.544373,0.0392253
0.511102,0.0381328
0.550079,0.0400636
0.615947,0.0219143
0.753947,0.0183595
0.591103,0.0431137
0.56086,0.0391948
0.523762,0.037944
0.607896,0.0427487
0.641187,0.0229428
0.782576,0.0191154
0.616583,0.0472113
0.587172,0.0458753
0.631161,0.0512167
0.588324,0.0477523
0.692844,0.0268023
0.822638,0.0219755
0.534088,0.0382929
0.6012,0.0427519
0.618552,0.043392
0.629176,0.0442815
0.720401,0.0245064
0.838338,0.020856
0.437701,0.0342007
0.444497,0.0333255
0.475809,0.0358387
0.441985,0.0345852
0.538741,0.0202075
0.643676,0.0167914
0.464607,0.0352084
0.521316,0.0390878
0.492171,0.0382664
0.515453,0.0388908
0.576912,0.0213484
0.700076,0.0177874
0.469289,0.032924
0.48504,0.0332366
0.53297,0.0374294
0.493935,0.0350077
0.556662,0.0193756
0.667948,0.016122
0.393406,0.0336078
0.409689,0.0336518
0.492933,0.0408293
0.46545,0.0388912
0.532401,0.0211442
0.629683,0.0172731
0.331633,0.0304765
0.337795,0.0304301
0.392,0.0360292
0.422704,0.0384569
0.472483,0.021928
0.60653,0.0246706
