0,0,187.641,107,104.017,2.67772,0.305487,10.3441,1.39282,2.77,0.48,2.0751,2,2.5,3,0.9,0
0,1,129.158,73,70.7736,1.92751,0.298932,8.544,1.47573,3.18,10.22,2.9782,2,2.5,3,0.9,0
0,2,115.399,73,69.8983,2.89809,0.203601,8.544,2.2326,4.8,21.89,2.87881,2,2.5,3,0.9,0
0,3,113.184,76,71.3811,4.53549,0.0834482,8.7178,3.42907,3.73,3.21,1.9781,2,2.5,3,0.9,0
0,4,193.632,134,125.115,8.72261,0.162379,11.5758,3.71734,0.81,0.9,2.00154,2,2.5,3,0.9,0
0,5,78.8379,68,62.7442,5.2272,0.0285605,8.24621,4.43312,1.22,7.21,1.38085,2,2.5,3,0.9,0
1,0,133.855,80,77.6609,1.95631,0.382813,8.94427,1.36592,3.48,11.59,3.82365,2,2.5,3,0.9,0
1,1,133.635,80,77.6762,2.0641,0.259676,8.94427,1.43897,1.83,15.89,4.1172,2,2.5,3,0.9,0
1,2,103.751,69,66.18,2.67673,0.143298,8.30662,2.17757,11.2,14.39,3.26054,2,2.5,3,0.9,0
1,3,98.2119,68,63.914,3.96539,0.120643,8.24621,3.34855,2.98,1.08,2.51606,2,2.5,3,0.9,0
1,4,182.002,137,128.133,8.71422,0.152483,11.7047,3.62628,2.14,3.62,2.49194,2,2.5,3,0.9,0
1,5,61.6761,55,50.8402,4.13132,0.0284369,7.4162,4.32411,0.77,15.49,2.10006,2,2.5,3,0.9,0
2,0,154.392,98,95.5096,2.23891,0.251477,9.89949,1.2687,2.1,3.07,3.41494,2,2.5,3,0.9,0
2,1,74.5134,49,47.5919,1.18113,0.226926,7,1.34756,6.22,15.85,5.73338,2,2.5,3,0.9,0
2,2,101.459,68,65.3961,2.46448,0.139388,8.24621,2.02915,2.9,5.79,3.45425,2,2.5,3,0.9,0
2,3,74.3727,56,52.8401,3.0509,0.109,7.48331,3.11651,3.17,16.87,3.33862,2,2.5,3,0.9,0
2,4,160.894,126,118.376,7.48756,0.136555,11.225,3.37268,4.19,8.53,2.79889,2,2.5,3,0.9,0
2,5,50.3375,47,43.6732,3.29827,0.0284916,6.85565,4.01873,4.6,14.25,2.48536,2,2.5,3,0.9,0
3,0,168.289,99,96.9786,1.70494,0.316507,9.94987,0.953293,2.86,3.36,5.49798,2,2.5,3,0.9,0
3,1,140.004,88,86.1759,1.599,0.225142,9.38083,1.00535,1.68,2.86,4.80092,2,2.5,3,0.9,0
3,2,113.775,78,75.6665,2.13096,0.202576,8.83176,1.51725,1.71,17.24,4.65032,2,2.5,3,0.9,0
3,3,76.5433,56,53.5899,2.2998,0.110258,7.48331,2.31669,2.71,28.22,4.68644,2,2.5,3,0.9,0
3,4,176.593,141,134.581,6.31615,0.1025,11.8743,2.50244,3.69,11.65,3.52659,2,2.5,3,0.9,0
3,5,64.2052,59,55.8534,3.12107,0.0255442,7.68115,2.97353,0.36,4.49,2.66816,2,2.5,3,0.9,0
4,0,148.208,71,69.127,1.51804,0.354924,8.42615,1.19316,4.96,41.5,7.02357,2,2.5,3,0.9,0
4,1,119.847,59,57.4615,1.33098,0.207494,7.68115,1.25587,2.36,22.62,7.43205,2,2.5,3,0.9,0
4,2,97.0835,49,47.2331,1.66199,0.104946,7,1.89491,7.44,18.36,4.8571,2,2.5,3,0.9,0
4,3,78.0785,44,41.6996,2.2434,0.0570449,6.63325,2.90367,11.9,15.17,6.40645,2,2.5,3,0.9,0
4,4,167.565,106,100.013,5.8951,0.0920321,10.2956,3.1429,1.82,11.5,5.20523,2,2.5,3,0.9,0
4,5,53.9579,40,37.3513,2.62702,0.0216871,6.32456,3.74262,3.26,15.22,4.49511,2,2.5,3,0.9,0
5,0,137.459,73,71.049,1.55199,0.399039,8.544,1.18817,1.7,19.68,6.07307,2,2.5,3,0.9,0
5,1,106.935,59,57.4116,1.32346,0.264922,7.68115,1.25171,1.86,16.77,7.37471,2,2.5,3,0.9,0
5,2,72.9075,44,42.3353,1.48397,0.180679,6.63325,1.89013,12.13,20.06,7.96557,2,2.5,3,0.9,0
5,3,68.3704,41,38.8157,2.07864,0.105664,6.40312,2.89114,3.39,5.02,7.29707,2,2.5,3,0.9,0
5,4,150.969,102,96.2594,5.64061,0.100001,10.0995,3.1245,3.93,12.87,5.90657,2,2.5,3,0.9,0
5,5,50.4078,40,37.3643,2.61219,0.0235386,6.32456,3.7202,4.12,10.33,5.06948,2,2.5,3,0.9,0
6,0,141.287,72,70.5146,1.02103,0.464394,8.48528,0.797068,4.04,10.71,8.56282,2,2.5,3,0.9,0
6,1,75.2048,38,37.1004,0.568569,0.33108,6.16441,0.854204,0.97,9.04,16.5897,2,2.5,3,0.9,0
6,2,94.4072,49,47.6954,1.10233,0.202301,7,1.24887,2.85,4.69,6.74088,2,2.5,3,0.9,0
6,3,54.7846,31,29.8202,1.04833,0.131512,5.56776,1.90156,4.06,11.07,10.7933,2,2.5,3,0.9,0
6,4,178.485,110,105.822,4.05751,0.12095,10.4881,2.04457,1.34,2.91,5.72116,2,2.5,3,0.9,0
6,5,43.0575,32,30.5821,1.39391,0.0240017,5.65685,2.4255,1.84,22.58,7.28286,2,2.5,3,0.9,0
7,0,97.2202,40,39.2501,0.427138,0.322793,6.32456,0.629558,0.82,1.73,9.23019,2,2.5,3,0.9,0
7,1,47.7428,23,22.4942,0.259137,0.246671,4.79583,0.691057,7.34,11.7,16.4928,2,2.5,3,0.9,0
7,2,57.7342,28,27.3994,0.474322,0.126319,5.2915,0.943277,7.95,14.69,9.98336,2,2.5,3,0.9,0
