0,0,0,0.298116,0.0123398,0.0125026
0,0,1,0.294483,0.0121411,0.0123031
0,0,2,0.30752,0.0127089,0.0128781
0,0,3,0.334775,0.0133338,0.0134828
0,0,4,0.353652,0.00690074,0.00693571
0,0,5,0.46937,0.0066707,0.00667281
0,1,0,0.282753,0.0121706,0.0123506
0,1,1,0.306733,0.0122127,0.0123602
0,1,2,0.324589,0.0131305,0.013288
0,1,3,0.328106,0.0131844,0.0133386
0,1,4,0.380959,0.00707489,0.00710328
0,1,5,0.48363,0.00676336,0.00676421
0,2,0,0.336507,0.0144147,0.0145765
0,2,1,0.350955,0.0145959,0.0147393
0,2,2,0.350545,0.0149156,0.0150811
0,2,3,0.384994,0.0157908,0.0159214
0,2,4,0.412696,0.00813358,0.0081607
0,2,5,0.511583,0.00737091,0.0073689
0,3,0,0.313843,0.0126801,0.0128306
0,3,1,0.345222,0.0131512,0.0132716
0,3,2,0.349063,0.0139379,0.0140821
0,3,3,0.37444,0.0141585,0.0142736
0,3,4,0.427128,0.00761091,0.00762977
0,3,5,0.518048,0.00710177,0.0070996
0,4,0,0.248909,0.012446,0.0126951
0,4,1,0.260116,0.0122431,0.0124627
0,4,2,0.251126,0.0124454,0.0126977
0,4,3,0.274546,0.0133821,0.0136289
0,4,4,0.327183,0.00713732,0.00718479
0,4,5,0.417859,0.00648064,0.00648861
0,5,0,0.280709,0.012842,0.0130527
0,5,1,0.285688,0.0129298,0.0131349
0,5,2,0.306789,0.0138263,0.0140434
0,5,3,0.289265,0.0132189,0.0134453
0,5,4,0.360093,0.00747571,0.00751514
0,5,5,0.452851,0.00656326,0.00656701
0,6,0,0.266341,0.0125113,0.0127353
0,6,1,0.269689,0.0124551,0.012671
0,6,2,0.282261,0.0133366,0.0135796
0,6,3,0.304901,0.0135454,0.0137565
0,6,4,0.340803,0.0073069,0.00735162
0,6,5,0.450628,0.00649369,0.00649758
0,7,0,0.243011,0.0150896,0.0154874
0,7,1,0.26076,0.0156722,0.0160471
0,7,2,0.261589,0.0155646,0.0159537
0,7,3,0.301015,0.0170245,0.0173732
0,7,4,0.310244,0.00878735,0.0088726
0,7,5,0.425311,0.00723361,0.00724454
0,8,0,0.144032,0.0137886,0.0144442
0,8,1,0.200692,0.0162629,0.0167991
0,8,2,0.212198,0.0176369,0.0181966
0,8,3,0.258255,0.0198039,0.0202879
0,8,4,0.283527,0.0116225,0.0117089
0,8,5,0.393772,0.0143333,0.0143462
