0,0,190.169,18.3796,11.1175
0,1,139.658,15.9529,13.4491
0,2,113.939,14.1988,17.1814
0,3,116.278,14.0563,6.22203
0,4,181.344,17.9222,12.0808
0,5,67.6275,11.425,9.51482
1,0,129.855,14.961,8.0385
1,1,138.357,15.4803,20.9656
1,2,101.643,13.0891,8.51862
1,3,94.7871,12.5579,7.67815
1,4,176.897,17.1495,9.0169
1,5,53.032,10.0202,4.85762
2,0,151.182,15.5335,15.0918
2,1,80.0106,11.4776,11.3409
2,2,102.858,12.8213,6.71018
2,3,76.1245,10.4741,8.79073
2,4,149.543,15.0413,8.6574
2,5,44.4451,8.46113,5.23334
3,0,166.735,17.2758,12.3101
3,1,131.657,14.9052,11.8562
3,2,102.168,13.0699,13.082
3,3,72.2309,10.7391,19.4174
3,4,165.494,16.0636,23.2105
3,5,53.9202,9.85038,3.10947
4,0,118.81,16.5682,29.4576
4,1,104.463,15.4436,13.0118
4,2,83.5399,14.2062,11.2096
4,3,72.5609,12.382,10.2453
4,4,154.192,18.1213,16.9136
4,5,43.7728,10.6078,9.31325
5,0,142.1,16.8261,27.942
5,1,107.777,14.6401,16.8876
5,2,63.4164,11.1965,8.79833
5,3,60.8537,10.9578,7.08533
5,4,146.173,16.7039,18.7726
5,5,41.7801,9.53013,5.15393
6,0,137.349,16.7313,16.5331
6,1,71.2124,12.6702,14.2407
6,2,87.1689,13.4195,7.05003
6,3,57.6181,10.8023,9.02785
6,4,166.734,17.6503,11.4458
6,5,42.1434,8.88312,7.85628
7,0,99.0087,15.5945,12.3132
7,1,43.3024,10.1593,7.6029
7,2,56.0063,11.2271,7.22533
7,3,47.2707,10.1505,5.45966
7,4,117.325,15.4023,15.5346
7,5,26.0636,7.25814,2.66295
8,0,96.9501,19.3729,15.8563
8,1,87.9672,16.2784,15.7491
8,2,62.0097,13.4345,14.3914
8,3,45.1077,10.5974,5.76133
8,4,103.419,15.7886,17.1135
8,5,29.9692,8.24026,4.57365
