0,0,145.327,20.4969,10.5799
0,1,108.794,18.089,9.52209
0,2,88.7937,16.7184,5.52237
0,3,63.7806,13.8624,5.04595
0,4,197.996,24.4972,11.3367
0,5,44.8067,11.038,2.31583
1,0,171.699,22.3642,11.9589
1,1,141.021,20.3888,11.146
1,2,105.628,17.538,6.15577
1,3,102.633,17.3297,5.66616
1,4,159.263,21.426,6.87063
1,5,34.4617,9.53116,2.26139
2,0,94.3162,15.7964,8.44098
2,1,94.3221,15.9576,8.12878
2,2,72.0923,14.2276,4.73558
2,3,65.3851,13.2972,4.12849
2,4,108.953,17.1023,4.95776
2,5,36.8432,9.5509,1.79858
3,0,167.599,22.0639,11.7211
3,1,112.794,17.9276,9.09931
3,2,85.241,15.7176,5.48238
3,3,58.4022,13.0981,3.78995
3,4,127.447,19.0685,6.82205
3,5,28.236,8.77165,1.41957
4,0,76.0028,17.4217,7.16775
4,1,55.2806,14.8745,5.15277
4,2,93.6187,18.8323,7.34463
4,3,48.7473,14.1405,4.44221
4,4,119.594,21.1615,6.15528
4,5,43.6437,12.1042,2.37496
5,0,127.937,20.8512,10.4143
5,1,102.214,18.6951,9.0189
5,2,79.2452,15.7985,5.18131
5,3,66.9431,15.1322,5.09448
5,4,160.693,22.608,8.26764
5,5,63.6924,13.5797,3.60942
6,0,142.79,21.9427,10.5186
6,1,114.317,20.3582,9.64974
6,2,62.2747,14.7685,4.0191
6,3,44.5903,12.6547,5.03618
6,4,145.806,22.4487,6.68164
6,5,41.6022,11.4605,1.99733
7,0,119.554,21.9552,9.79697
7,1,88.0446,18.9029,8.66696
7,2,71.0449,16.0811,4.96138
7,3,60.2517,14.9414,4.92643
7,4,105.972,19.332,6.64813
7,5,44.6791,11.884,2.10726
8,0,193.57,33.0256,18.0908
8,1,137.194,26.2197,15.1483
8,2,133.949,24.3652,11.3973
8,3,55.0789,15.5404,4.95999
8,4,163.919,25.8894,11.0662
8,5,41.6349,12.309,2.61382
