0,0,149.193,19.5026,11.1712
0,1,106.192,16.5466,8.82265
0,2,95.0029,15.8047,14.6002
0,3,76.8573,13.4665,5.31407
0,4,189.768,20.6135,10.7192
0,5,54.9965,10.2042,4.55064
1,0,158.368,17.7315,8.31988
1,1,131.672,16.0988,11.4613
1,2,83.5229,12.9914,8.14495
1,3,77.8212,11.9995,4.93675
1,4,183.96,17.7127,15.0404
1,5,44.2419,8.09239,3.74767
2,0,132.633,15.8227,9.5959
2,1,126.393,15.3243,10.5281
2,2,92.8163,13.1672,8.38239
2,3,95.4768,12.9136,9.64238
2,4,137.213,15.0928,8.56751
2,5,51.5374,8.55101,3.00514
3,0,160.766,17.8117,10.9251
3,1,104.088,14.1819,7.10539
3,2,82.2951,12.4979,5.13902
3,3,70.9097,11.1952,7.70748
3,4,147.281,15.2618,5.20216
3,5,35.2474,7.15948,2.71608
4,0,83.2725,14.7655,10.3638
4,1,74.4827,13.661,8.18916
4,2,78.3047,14.1087,7.90332
4,3,49.5967,10.8486,6.86066
4,4,127.737,16.019,8.98061
4,5,40.32,8.40822,4.57347
5,0,130.383,17.7052,13.2514
5,1,103.486,15.5185,9.78705
5,2,73.4919,12.736,6.76657
5,3,81.8553,13.201,6.18465
5,4,161.617,17.6633,13.951
5,5,55.7623,9.60957,4.50291
6,0,111.332,16.5658,8.82997
6,1,78.5109,13.995,7.38263
6,2,85.8374,14.0219,11.2763
6,3,50.8692,10.7454,6.27889
6,4,138.218,16.8058,9.1793
6,5,35.7255,7.94232,2.9249
7,0,100.311,15.5152,6.26107
7,1,78.8546,13.979,7.35458
7,2,54.7393,11.386,4.89363
7,3,44.4879,10.1029,4.3516
7,4,110.97,14.8882,8.59619
7,5,50.0459,9.09363,4.4539
8,0,194.263,26.3273,19.3719
8,1,146.261,21.2461,19.1733
8,2,92.8723,15.8499,12.2891
8,3,57.2075,12.15,4.97612
8,4,149.152,18.6701,12.9859
8,5,52.356,9.97586,5.28946
9,0,153.955,24.967,19.2134
9,1,148.743,23.8307,19.9463
9,2,100.058,17.9295,10.1606
9,3,47.1514,11.8055,11.8111
9,4,123.868,18.1018,9.14066
9,5,58.0001,10.89,5.6631
