0,0,206.03,22.7898,13.9639
0,1,145.912,19.2429,11.9954
0,2,101.138,16.285,15.675
0,3,133.116,17.5419,6.97317
0,4,204.81,21.3919,9.41947
0,5,86.8297,12.7517,6.77974
1,0,165.011,18.0794,8.06206
1,1,126.732,15.8108,9.7636
1,2,116.955,15.2209,10.7297
1,3,101.104,13.5901,8.13687
1,4,212.873,18.995,13.8901
1,5,53.8454,8.8873,5.87603
2,0,142.014,16.3339,9.80921
2,1,115.611,14.7043,7.80482
2,2,122.098,14.9517,9.65556
2,3,96.9535,13.0077,8.99985
2,4,189.665,17.5701,13.5074
2,5,70.057,9.89743,3.71905
3,0,192.155,19.3281,13.0312
3,1,123.898,15.3516,8.51397
3,2,113.522,14.4774,6.10801
3,3,82.2353,11.9845,8.62045
3,4,166.444,16.1522,14.1312
3,5,63.8642,9.42299,3.80174
4,0,120.57,17.3931,6.46407
4,1,81.9801,14.2429,6.82604
4,2,89.5625,14.9926,9.69838
4,3,58.6441,11.6844,7.97004
4,4,148.313,17.1502,10.6955
4,5,53.6368,9.59555,5.13194
5,0,145.951,18.6339,12.6906
5,1,116.535,16.369,11.74
5,2,71.8013,12.6048,6.73662
5,3,62.4431,11.6697,6.15719
5,4,161.617,17.6633,10.5571
5,5,54.4323,9.50304,5.74379
6,0,119.266,17.0818,6.81259
6,1,61.2741,12.626,6.31747
6,2,64.1776,12.3213,8.51999
6,3,47.2702,10.4083,4.42387
6,4,155.002,17.7046,9.89858
6,5,35.7255,7.94232,2.9249
7,0,84.3656,14.3896,6.49107
7,1,42.3671,10.8208,3.72672
7,2,56.6305,11.5548,5.07605
7,3,44.4879,10.1029,3.62872
7,4,127.812,15.864,10.9783
7,5,27.3423,6.92796,1.97934
8,0,106.698,20.1053,11.0453
8,1,67.589,15.0332,8.2329
8,2,49.195,11.9523,7.3921
8,3,48.4042,11.2767,5.08371
8,4,108.238,16.131,7.72365
8,5,17.5798,6.13572,1.85139
9,0,54.2355,15.6872,7.26435
9,1,71.1064,16.9474,9.96764
9,2,53.4061,13.4452,4.29743
9,3,31.2774,9.81543,8.08607
9,4,77.5701,14.5636,8.30164
9,5,25.4617,7.36817,2.51761
