0,0,181.016,112,100.347,8.72456,1.31259,1.61574,9.44911,1.41,0.06,0.5,2.49,3.79,2,2.5,3,0.9,6.39447,9.22357
0,1,122.796,75,66.4654,6.14515,1.27045,1.11904,11.547,2.42,0.19,0.5,2.57,4.92,2,2.5,3,0.9,7.15342,10.2776
0,2,106.133,72,60.9552,9.03763,0.965475,1.04168,11.7851,4.52,0.19,0.5,3.02,15.52,2,2.5,3,0.9,16.4545,12.6561
0,3,116.453,79,70.4396,6.62823,0.798718,1.13342,11.2509,3.09,0.13,0.5,2.09,5.72,2,2.5,3,0.9,7.58163,12.437
0,4,187.966,131,117.526,10.3586,1.31847,1.79655,8.73704,2.62,0.1,0.5,0.66,3.3,2,2.5,3,0.9,5.62929,6.07227
0,5,74.9207,65,58.1376,5.63446,0.430288,0.797633,12.4035,1.99,0.08,0.5,1.18,4.71,2,2.5,3,0.9,6.6275,4.90541
1,0,131.785,83,73.7706,6.54844,1.50827,1.17267,10.9764,1.44,0.03,0.5,2.57,7.23,2,2.5,3,0.9,8.89967,8.82215
1,1,132.937,85,75.3139,7.05382,1.42719,1.20513,10.8465,2.45,0.17,0.5,1.53,8.2,2,2.5,3,0.9,9.48386,10.3823
1,2,97.3023,72,60.7539,9.15353,1.12336,0.969169,11.7851,4.59,0.17,0.5,7.1,13.91,2,2.5,3,0.9,16.2692,12.5946
1,3,94.2032,65,57.7765,5.52355,0.810312,0.889628,12.4035,3.14,0.14,0.5,2,3.07,2,2.5,3,0.9,5.81593,12.2995
1,4,178.477,135,120.727,10.8118,1.64309,1.81771,8.60663,2.66,0.1,0.5,1.35,6.12,2,2.5,3,0.9,7.72293,5.99252
1,5,58.4762,53,47.2001,4.65317,0.517771,0.628993,13.7361,2.02,0.11,0.5,0.43,7.16,2,2.5,3,0.9,8.4735,4.82729
2,0,150.172,101,91.9804,5.86686,1.68261,1.47013,9.95037,1.04,0.02,0.5,1.18,5.33,2,2.5,3,0.9,7.07924,8.1454
2,1,67.8304,47,42.1269,2.87163,1.3361,0.665377,14.5865,1.8,0.24,0.5,3.97,5.86,2,2.5,3,0.9,8.392,8.69961
2,2,95.4672,68,59.5543,6.36488,1.16687,0.913903,12.1268,3.31,0.16,0.5,2.28,6.93,2,2.5,3,0.9,8.58245,11.6992
2,3,69.4749,52,47.1765,3.25337,0.83225,0.73787,13.8675,2.29,0.19,0.5,2,16.79,2,2.5,3,0.9,17.4997,10.9488
2,4,149.841,117,106.921,6.89881,1.59953,1.5805,9.245,1.94,0.09,0.5,2.55,10.19,2,2.5,3,0.9,11.4308,5.46404
2,5,44.0801,41,37.3514,2.65022,0.500742,0.497649,15.6174,1.46,0.12,0.5,3.13,7.03,2,2.5,3,0.9,8.91844,4.48403
3,0,155.8,98,86.5879,7.46069,2.55504,1.39642,10.1015,1.4,0.06,0.5,2.06,4.63,2,2.5,3,0.9,6.7827,8.19372
3,1,124.934,84,74.1617,6.72632,1.93692,1.17504,10.9109,2.38,0.21,0.5,0.99,3.29,2,2.5,3,0.9,5.67106,9.7982
3,2,99.7622,75,63.2188,9.20048,1.615,0.965682,11.547,4.45,0.2,0.5,1.14,9.71,2,2.5,3,0.9,10.7849,12.1071
3,3,71.0099,53,46.746,4.34584,1.21363,0.694551,13.7361,3.06,0.21,0.5,1.49,17.68,2,2.5,3,0.9,18.3083,11.2713
3,4,160.518,132,117.791,10.2007,2.35551,1.6531,8.70388,2.58,0.12,0.5,3.42,6.26,2,2.5,3,0.9,8.44061,5.71963
3,5,62.8071,60,53.413,5.08297,0.787959,0.716055,12.9099,1.95,0.12,0.5,0.25,5.33,2,2.5,3,0.9,6.98683,4.69673
4,0,126.019,65,55.8565,6.08999,2.10723,0.946244,12.4035,1.76,0.07,0.5,4.42,26.21,2,2.5,3,0.9,26.9601,8.38561
4,1,99.1736,54,46.0052,5.32161,1.90814,0.765007,13.6083,3.02,0.32,0.5,1.83,13.86,2,2.5,3,0.9,14.6929,9.61403
4,2,82.2799,47,37.7926,7.09574,1.48196,0.629686,14.5865,5.66,0.34,0.5,4.71,11.39,2,2.5,3,0.9,13.1665,11.9728
4,3,64.6229,39,33.4872,3.93562,1.071,0.506185,16.0128,3.84,0.27,0.5,8.07,11.47,2,2.5,3,0.9,14.7377,11.5859
4,4,149.089,98,85.0506,9.32036,2.40151,1.22756,10.1015,3.24,0.15,0.5,1.27,5.64,2,2.5,3,0.9,7.33884,5.75268
4,5,49.557,39,33.6862,4.06613,0.798871,0.448755,16.0128,2.47,0.17,0.5,3.12,9.34,2,2.5,3,0.9,10.8337,4.7274
5,0,139.611,77,67.9686,5.76886,2.10033,1.16217,11.3961,1.37,0.12,0.5,1,17.33,2,2.5,3,0.9,17.9347,8.06421
5,1,94.8699,57,49.7423,4.4918,1.92759,0.838286,13.2453,2.37,0.33,0.5,1.12,7.93,2,2.5,3,0.9,9.19214,9.01187
5,2,60.4172,41,34.0276,4.94971,1.47685,0.545806,15.6174,4.44,0.34,0.5,7.64,8.93,2,2.5,3,0.9,12.6033,11.1075
5,3,59.3205,37,32.2637,2.9857,1.2021,0.548488,16.4399,3.04,0.38,0.5,3.16,4.37,2,2.5,3,0.9,7.03364,10.3651
5,4,143.842,100,88.3491,7.60506,2.65768,1.38817,10,2.56,0.19,0.5,3.79,10.66,2,2.5,3,0.9,12.1802,5.28593
5,5,46.0437,38,33.4736,3.16808,0.889963,0.468362,16.2221,1.95,0.16,0.5,2.81,5.66,2,2.5,3,0.9,7.76375,4.49187
6,0,122.644,66,59.8863,2.49453,2.57368,1.04553,12.3091,0.68,0.11,0.5,3.38,5.13,2,2.5,3,0.9,7.6192,6.04135
6,1,70.4147,38,33.4317,1.51069,2.46515,0.592505,16.2221,1.2,0.6,0.5,0.83,2.72,2,2.5,3,0.9,5.32947,6.17565
6,2,84.3715,47,41.7326,2.86246,1.69456,0.710374,14.5865,2.14,0.38,0.5,1.85,6.21,2,2.5,3,0.9,7.89421,8.80515
6,3,52.8796,30,26.9805,1.22127,1.33963,0.458645,18.2574,1.51,0.5,0.5,3.33,8.46,2,2.5,3,0.9,10.1477,7.61168
6,4,176.294,109,100.298,4.18192,2.84258,1.67783,9.57826,1.25,0.24,0.5,0.9,3.81,2,2.5,3,0.9,5.96984,4.19083
6,5,37.7811,29,26.3964,1.21971,0.995152,0.388756,18.5695,0.95,0.15,0.5,1.63,12.63,2,2.5,3,0.9,13.5087,4.32351
7,0,97.6015,43,39.2361,1.13433,1.88551,0.744093,15.2499,0.47,0.15,0.5,0.62,4.21,2,2.5,3,0.9,6.19829,5.7893
7,1,46.7512,24,21.2718,0.66593,1.67762,0.384672,20.4124,0.83,0.65,0.5,6.57,14.27,2,2.5,3,0.9,16.3436,6.19033
7,2,55.1145,28,25.1233,1.19022,1.24945,0.43705,18.8982,1.49,0.42,0.5,4.46,3.02,2,2.5,3,0.9,7.02337,7.51901
7,3,47.795,25,22.8699,0.710325,1.00975,0.409996,20,1.04,0.49,0.5,3.54,7.15,2,2.5,3,0.9,9.1633,7.09235
7,4,117.277,66,61.2131,1.76734,2.00514,1.01446,12.3091,0.87,0.25,0.5,0.89,6.49,2,2.5,3,0.9,7.95129,3.79052
7,5,26.3726,18,16.5559,0.528394,0.66085,0.254811,23.5702,0.68,0.14,0.5,2.94,5.17,2,2.5,3,0.9,7.46211,4.60138
8,0,95.8654,30,26.7434,1.17627,1.60343,0.47693,18.2574,0.72,0.07,0.5,4.16,5.46,2,2.5,3,0.9,8.21147,6.5059
8,1,78.9367,29,26.0348,1.196,1.28671,0.482497,18.5695,1.21,0.41,0.5,2.61,8.5,2,2.5,3,0.9,9.96875,7.00458
8,2,50.5521,22,19.0795,1.38997,1.21164,0.318918,21.3201,2.27,0.47,0.5,2,14.2,2,2.5,3,0.9,15.0326,8.29996
8,3,45.2866,21,18.9761,0.886852,0.830218,0.306809,21.8218,1.56,0.35,0.5,4.43,10.59,2,2.5,3,0.9,12.3324,8.27305
8,4,112.938,57,52.2131,2.26864,1.66982,0.848454,13.2453,1.31,0.18,0.5,1.82,15.98,2,2.5,3,0.9,16.7029,4.27649
8,5,29.8142,19,17.3546,0.828999,0.559687,0.256763,22.9416,0.98,0.14,0.5,1.9,7.88,2,2.5,3,0.9,9.27452,4.29181
