0,0,0,0.649468,0.0138303,0.0136681
0,0,1,0.640812,0.0137296,0.0135786
0,0,2,0.693557,0.0142193,0.0140403
0,0,3,0.704549,0.0143927,0.0141959
0,0,4,0.71832,0.00754947,0.0075035
0,0,5,0.829813,0.0090041,0.00898808
0,1,0,0.685049,0.013688,0.0134982
0,1,1,0.678077,0.013484,0.0133096
0,1,2,0.737088,0.0141119,0.0138957
0,1,3,0.726198,0.014198,0.0139886
0,1,4,0.772244,0.007422,0.00736723
0,1,5,0.860592,0.00917588,0.00916038
0,2,0,0.71611,0.0146792,0.0143992
0,2,1,0.712936,0.0147235,0.0144457
0,2,2,0.74538,0.0151931,0.0149053
0,2,3,0.811417,0.0146541,0.0142917
0,2,4,0.806962,0.00789075,0.00780959
0,2,5,0.900063,0.0095004,0.00948051
0,3,0,0.670549,0.0138449,0.0136623
0,3,1,0.706708,0.0136921,0.01348
0,3,2,0.753584,0.0143676,0.0141185
0,3,3,0.777993,0.0140827,0.0138212
0,3,4,0.831476,0.00737551,0.00730636
0,3,5,0.903833,0.00944107,0.00942585
0,4,0,0.549088,0.0149295,0.0148365
0,4,1,0.556509,0.0145067,0.0144132
0,4,2,0.559768,0.0151391,0.0150596
0,4,3,0.612652,0.0156424,0.0154987
0,4,4,0.651778,0.0080143,0.00797554
0,4,5,0.720728,0.00848103,0.00846456
0,5,0,0.605829,0.0139827,0.0138092
0,5,1,0.61675,0.0139231,0.0137371
0,5,2,0.666695,0.014297,0.0140667
0,5,3,0.648681,0.0141011,0.0139039
0,5,4,0.698059,0.00767215,0.00761243
0,5,5,0.76989,0.00809724,0.00807501
0,6,0,0.580361,0.0140102,0.0138679
0,6,1,0.574907,0.013924,0.0137902
0,6,2,0.589612,0.014738,0.0146034
0,6,3,0.607157,0.0145251,0.0143723
0,6,4,0.65,0.00778383,0.00773757
0,6,5,0.737498,0.00793948,0.00791914
0,7,0,0.487315,0.0175607,0.0175011
0,7,1,0.556111,0.0176184,0.017428
0,7,2,0.545192,0.0177815,0.0176634
0,7,3,0.555174,0.0185552,0.0184062
0,7,4,0.590498,0.00961046,0.00956259
0,7,5,0.658433,0.00828982,0.00826339
0,8,0,0.327484,0.0198276,0.0200665
0,8,1,0.401383,0.0216194,0.0217089
0,8,2,0.438975,0.0247449,0.0248346
0,8,3,0.495986,0.0265085,0.0264978
0,8,4,0.516731,0.0166808,0.0166682
0,8,5,0.614001,0.0207957,0.0207855
