0,0,189.3,20.3903,14.4335
0,1,130.502,16.8262,14.029
0,2,117.309,16.1456,17.4326
0,3,125.706,15.6321,7.38362
0,4,192.64,18.691,11.5284
0,5,77.8568,10.7242,10.7332
1,0,138.666,17.2487,9.9593
1,1,138.218,16.9673,21.5185
1,2,113.742,15.2825,8.6846
1,3,98.6054,13.6067,8.11147
1,4,187.819,17.9889,7.03235
1,5,60.2631,9.32658,5.12102
2,0,148.818,16.7844,16.4323
2,1,72.6887,12.0446,10.4358
2,2,95.6093,13.4797,6.12128
2,3,73.3478,11.442,8.61237
2,4,159.331,15.9927,7.80114
2,5,45.4194,7.84368,5.19657
3,0,158.818,18.7219,11.755
3,1,126.969,16.1585,12.0334
3,2,103.235,14.2564,12.3457
3,3,74.7492,11.78,19.9262
3,4,170.291,16.4875,22.7829
3,5,64.2331,9.40234,2.85992
4,0,119.346,18.2431,29.1637
4,1,101.192,16.4146,11.7504
4,2,91.516,15.9754,11.307
4,3,73.9524,13.3988,9.61773
4,4,150.228,17.8755,13.9404
4,5,51.5588,9.61148,10.5824
5,0,139.863,18.7096,27.4061
5,1,94.777,15.0318,14.363
5,2,69.0039,12.7165,7.99904
5,3,61.8986,11.7709,6.08063
5,4,150.952,17.1594,17.0272
5,5,48.0396,8.88928,5.30686
6,0,117.477,17.0749,12.2753
6,1,67.1545,13.3478,8.81288
6,2,82.3269,13.7918,4.84167
6,3,50.8499,10.8293,6.15672
6,4,179.35,18.8203,6.90079
6,5,36.7988,7.92601,6.33824
7,0,94.3478,16.9822,10.3197
7,1,47.3589,12.124,4.76222
7,2,49.7402,11.3003,4.79098
7,3,44.803,10.604,4.05712
7,4,116.243,15.8769,13.1039
7,5,26.0825,6.9601,1.93438
8,0,90.2956,19.1719,11.9738
8,1,75.8442,16.806,13.0861
8,2,50.1472,13.1403,10.2188
8,3,47.5488,11.7206,6.2684
8,4,115.126,17.0227,17.9766
8,5,30.2912,7.79351,4.6093
